index,score,comment_text,class
319,0,"Ok, first of all, Star Trek came out before Star Wars. Two: Star Trek has vastly superior ships (shields, phasers, photon toroedeos) all much more powerful then the Star Wars destroyer. Not to mention the destroyer misses 29 out of 23 shots at close range when the ship is making no effort to maneuver from them. Star Trek ships also can reach higher speeds and go up to 9 times the speed of light.  Fights between the Republic and the Empire are complete junk as the Republic is always outgunned like 30 to 1 but still win. Star Trek also features a variety of episodes instead of always focusing on just poorly shooting each other. Not to mention the """"superior"""" AT walker which not tripped by thin wires and the Death Star which had a huge tunnel to the reactor.  I don't see how anything of Star Wars is better (besides the aliens) then Star Trek. It's simple: if Star Trek and Star Wars fought a battle Star Trek would win.
",0
331,0,"Let's compromise and admit that Bill Adama trumps all of them. So say we all.
",0
335,0,"Even better from Yoda, “Luminous beings are we, not this crude matter.”
",0
345,0.166666667,"I've read so many tech articles written in this exact style. At first glance they look like they're making a point, but upon closer examination there's no actual content. Props to the author of this one.  You'll never get me to comment on such a blatant trolling effort and... oh, wait.
",0
357,0,"I always find the Star Wars/Star Trek debate funny because they seem so different to me that I have a hard time understanding how the two can be compared. Star Trek was created as a series of books and an episodic TV show, meaning that it was meant to have discreet stories told and wrapped up in a short time. Star Wars, on the other hand, was written as a series of movies with a far-reaching storyline. Star Trek is meant to be set in our own future, complete with our history and built upon our understanding of the real universe. Star Wars, however, exists """"a long time ago, in a galaxy far, far away."""" That opens SW up to potentially involve elements that would be too fantastical in a universe based on our own, no matter how futuristic. There are many other reasons, but fundamentally, comparing SW and ST does not seem like an appropriate comparison. (Also, if you insist on comparing them, it would probably be best to be done by someone with a reasonable degree of knowledge of both properties.)
",0
371,0,"Can't argue with that math!
",0
372,0,"Little known fact: George Lucas, the Steve Jobs of filmmaking, created the Star Wars movies only as a vehicle for driving merchandise sales. You'd have to be part Ferengi (i.e., tacky, devious, and profit-driven) not to see that!
",0
386,0.166666667,"Fortunately, Matthew threw in """"intensive purposes"""" just for the pedants to rage over... thank you!
",0
388,0,"Well, the easter egg in the penultimate sentence was...it's [sic] own reward.
",0
401,0,"I'm not a big fan of either, but I've seen both, if you can count the first three Star Wars movies and a random smattering of different Star Trek episodes as having seen them.  Of course you have an apples and oranges problem in making the comparison, because the scope of the two projects – objectives, budgets, people involved, and all things creative – were so different. Trek was conceived to sell ads on network TV, right? Wars was a Lucas/Spielburg extravaganza. Sure, Trek became a series of movies too, but that was afterthought. So it bothers me that you cite history based on the movies with Star Wars first, when Star Trek actually started almost two decades earlier than Star Wars, in 1966, as a television show.  Production values, star power, effects, of course all go to Star Wars, and there is budget and objectives behind that. But Star Trek did start earlier, paved the way, and had a long history of different people involved, with an interesting flair for putting real human problems (racism, for example, a recurring theme in Star Trek as the different races dealt with each other) into a new perspective. And there's interesting comparisons on the big picture, too ... the great Yoda perspective and quotes, of course, and the whole power of the force, in Star Wars. But Trek embraced big picture too, like the larger collective metaphor of Seven of Nine.  I wish you'd done a straight compare and contrast, instead of which is better. Better will always be subjective, and it's too close ended, in my opinion.
",0
